,Density Peak,K-Means,DBSCAN,Hierarchical Clustering,Spectral Clustering,EM-GMM
100010558,3.0,1.0,-1.0,3.0,1.0,1.0
1000133770,2.0,3.0,-1.0,1.0,1.0,3.0
100157364,1.0,1.0,-1.0,3.0,1.0,1.0
10017157,0.0,2.0,-1.0,2.0,0.0,2.0
10021188,1.0,1.0,-1.0,3.0,3.0,1.0
1002119223,1.0,0.0,0.0,0.0,3.0,0.0
100248234,0.0,0.0,0.0,0.0,3.0,0.0
10025,3.0,1.0,-1.0,3.0,1.0,1.0
1002644397,0.0,2.0,0.0,0.0,3.0,0.0
1002765,2.0,3.0,-1.0,1.0,1.0,3.0
1003318319,1.0,0.0,0.0,0.0,3.0,0.0
10034592,0.0,0.0,0.0,0.0,3.0,0.0
1004004,1.0,0.0,0.0,0.0,3.0,0.0
1004093,0.0,2.0,2.0,2.0,3.0,2.0
100411578,1.0,0.0,0.0,0.0,3.0,0.0
10042474,1.0,0.0,0.0,0.0,3.0,0.0
1004302,0.0,2.0,-1.0,2.0,0.0,2.0
100434920,1.0,0.0,0.0,0.0,3.0,0.0
1004377,3.0,1.0,-1.0,3.0,1.0,1.0
1004524,3.0,1.0,-1.0,3.0,1.0,1.0
1004965,3.0,3.0,-1.0,1.0,1.0,3.0
100503169,2.0,3.0,-1.0,1.0,1.0,3.0
1005277735,0.0,2.0,0.0,0.0,3.0,0.0
1005555,0.0,2.0,0.0,2.0,3.0,2.0
100594135,0.0,2.0,0.0,2.0,3.0,2.0
100600199,0.0,2.0,-1.0,2.0,0.0,2.0
10061005,0.0,2.0,-1.0,2.0,0.0,2.0
100636,0.0,0.0,0.0,0.0,3.0,0.0
1006935,0.0,2.0,1.0,2.0,3.0,2.0
1007074,0.0,0.0,0.0,0.0,3.0,0.0
10073874,0.0,2.0,1.0,2.0,3.0,2.0
1007391,0.0,2.0,-1.0,2.0,0.0,2.0
1007551,1.0,0.0,0.0,0.0,3.0,0.0
100782,1.0,0.0,0.0,0.0,3.0,0.0
1007915710,2.0,3.0,-1.0,1.0,1.0,3.0
1007970,0.0,2.0,1.0,2.0,3.0,2.0
1008009,2.0,3.0,-1.0,1.0,1.0,3.0
1008445,1.0,0.0,0.0,0.0,3.0,0.0
1008682,1.0,1.0,-1.0,3.0,3.0,1.0
1008809497,1.0,0.0,0.0,0.0,3.0,0.0
10095440,1.0,0.0,0.0,0.0,3.0,0.0
100957255,1.0,1.0,-1.0,3.0,1.0,1.0
100958424,2.0,3.0,-1.0,1.0,1.0,3.0
10100133,0.0,0.0,0.0,0.0,3.0,0.0
1010324,0.0,2.0,-1.0,2.0,0.0,2.0
101041,3.0,1.0,-1.0,3.0,1.0,1.0
101096583,0.0,0.0,0.0,0.0,3.0,0.0
10112304,1.0,0.0,0.0,0.0,3.0,0.0
101127102,1.0,1.0,-1.0,3.0,3.0,1.0
10119885,0.0,2.0,0.0,0.0,3.0,0.0
1012086,0.0,0.0,0.0,0.0,3.0,0.0
1012271658,1.0,0.0,0.0,0.0,3.0,0.0
10125746,0.0,0.0,0.0,0.0,3.0,0.0
1012591,0.0,0.0,0.0,0.0,3.0,0.0
101281730,0.0,0.0,0.0,0.0,3.0,0.0
10131238,0.0,0.0,0.0,0.0,3.0,0.0
101355975,0.0,0.0,0.0,0.0,3.0,0.0
1013729,0.0,0.0,0.0,0.0,3.0,0.0
1013867,0.0,0.0,0.0,0.0,3.0,0.0
1013981,1.0,0.0,0.0,0.0,3.0,0.0
1014126,0.0,2.0,0.0,2.0,3.0,2.0
1014230,0.0,2.0,-1.0,2.0,0.0,2.0
10146834,2.0,3.0,-1.0,1.0,1.0,3.0
1014699303,1.0,0.0,0.0,0.0,3.0,0.0
1014995,0.0,2.0,2.0,2.0,3.0,2.0
101529958,0.0,0.0,0.0,0.0,3.0,0.0
1015551,0.0,0.0,0.0,0.0,3.0,0.0
1015713500,1.0,1.0,3.0,3.0,3.0,1.0
101580342,3.0,1.0,-1.0,3.0,1.0,1.0
101588587,0.0,0.0,0.0,0.0,3.0,0.0
1015891,0.0,2.0,-1.0,2.0,0.0,2.0
10161180,0.0,2.0,0.0,0.0,3.0,0.0
10161821,1.0,1.0,-1.0,3.0,3.0,1.0
10168840,1.0,0.0,0.0,0.0,3.0,0.0
101719016,0.0,2.0,0.0,0.0,3.0,0.0
101726,0.0,0.0,0.0,0.0,3.0,0.0
101744050,0.0,0.0,0.0,0.0,3.0,0.0
1017516288,2.0,3.0,-1.0,1.0,1.0,3.0
10179427,0.0,2.0,-1.0,2.0,0.0,2.0
1018027,2.0,3.0,-1.0,1.0,2.0,3.0
1018072,1.0,0.0,0.0,0.0,3.0,0.0
1018422,3.0,1.0,-1.0,3.0,1.0,1.0
101860,0.0,0.0,0.0,0.0,3.0,0.0
101881,3.0,1.0,-1.0,3.0,1.0,1.0
10189358,1.0,0.0,0.0,0.0,3.0,0.0
1019076,0.0,2.0,-1.0,2.0,3.0,2.0
101913,1.0,0.0,0.0,0.0,3.0,0.0
101913355,3.0,1.0,-1.0,3.0,1.0,1.0
101917674,0.0,0.0,0.0,0.0,3.0,0.0
10192866,1.0,0.0,0.0,0.0,3.0,0.0
10195082,3.0,1.0,-1.0,3.0,1.0,1.0
10195472,1.0,0.0,0.0,0.0,3.0,0.0
1019584695,1.0,0.0,0.0,0.0,3.0,0.0
10197156,0.0,0.0,0.0,0.0,3.0,0.0
10197181,0.0,0.0,0.0,0.0,3.0,0.0
102000397,3.0,1.0,-1.0,3.0,1.0,1.0
10201673,0.0,2.0,0.0,2.0,3.0,2.0
1020220351,1.0,1.0,3.0,3.0,3.0,1.0
1020366,0.0,2.0,0.0,2.0,3.0,2.0
10206931,0.0,2.0,0.0,2.0,3.0,2.0
102182468,1.0,0.0,0.0,0.0,3.0,0.0
1021825471,0.0,0.0,0.0,0.0,3.0,0.0
10219578,1.0,0.0,0.0,0.0,3.0,0.0
1022042202,1.0,0.0,0.0,0.0,3.0,0.0
10221074,0.0,0.0,0.0,0.0,3.0,0.0
10224616,3.0,1.0,-1.0,3.0,1.0,1.0
10224659,0.0,0.0,0.0,0.0,3.0,0.0
10224854,0.0,2.0,0.0,2.0,3.0,2.0
10226877,1.0,0.0,0.0,0.0,3.0,0.0
1022862,1.0,0.0,0.0,0.0,3.0,0.0
1023005,0.0,2.0,-1.0,2.0,0.0,2.0
102303122,1.0,0.0,0.0,0.0,3.0,0.0
1023317,0.0,2.0,1.0,2.0,3.0,2.0
10237055,3.0,1.0,-1.0,3.0,1.0,1.0
102391223,1.0,0.0,0.0,0.0,3.0,0.0
102393258,1.0,0.0,0.0,0.0,3.0,0.0
1024232,0.0,0.0,0.0,0.0,3.0,0.0
10242712,1.0,1.0,-1.0,3.0,3.0,1.0
10243163,1.0,0.0,0.0,0.0,3.0,0.0
10245643,0.0,0.0,0.0,0.0,3.0,0.0
1024564509,1.0,0.0,0.0,0.0,3.0,0.0
1024603006,3.0,1.0,-1.0,3.0,1.0,1.0
102473578,0.0,0.0,0.0,0.0,3.0,0.0
1024768,0.0,2.0,0.0,0.0,3.0,0.0
1024858307,0.0,0.0,0.0,0.0,3.0,0.0
10250327,1.0,0.0,0.0,0.0,3.0,0.0
10255791,1.0,0.0,0.0,0.0,3.0,0.0
1025713,1.0,0.0,0.0,0.0,3.0,0.0
102572,1.0,0.0,0.0,0.0,3.0,0.0
1026259143,3.0,3.0,-1.0,1.0,1.0,3.0
10266951,0.0,0.0,0.0,0.0,3.0,0.0
1026864686,1.0,0.0,0.0,0.0,3.0,0.0
1026914,0.0,0.0,0.0,0.0,3.0,0.0
102714059,0.0,0.0,0.0,0.0,3.0,0.0
10272675,0.0,0.0,0.0,0.0,3.0,0.0
102731,3.0,1.0,-1.0,3.0,1.0,1.0
1027756732,3.0,1.0,-1.0,3.0,1.0,1.0
1027962,1.0,0.0,0.0,0.0,3.0,0.0
10280036,0.0,0.0,0.0,0.0,3.0,0.0
1028524,1.0,0.0,0.0,0.0,3.0,0.0
10285485,0.0,0.0,0.0,0.0,3.0,0.0
102857505,0.0,2.0,0.0,2.0,3.0,2.0
102869695,0.0,2.0,0.0,0.0,3.0,0.0
102875710,1.0,0.0,0.0,0.0,3.0,0.0
10287677,1.0,1.0,-1.0,3.0,3.0,1.0
102882,3.0,1.0,-1.0,3.0,1.0,1.0
10290406,1.0,0.0,0.0,0.0,3.0,0.0
102910,0.0,0.0,0.0,0.0,3.0,0.0
102947209,3.0,1.0,-1.0,3.0,1.0,1.0
1029518,1.0,1.0,-1.0,3.0,1.0,1.0
10297742,1.0,0.0,0.0,0.0,3.0,0.0
1029842,0.0,2.0,0.0,0.0,3.0,2.0
10301004,1.0,0.0,0.0,0.0,3.0,0.0
10301261,1.0,0.0,0.0,0.0,3.0,0.0
1030295,0.0,2.0,0.0,2.0,3.0,2.0
103046374,1.0,0.0,0.0,0.0,3.0,0.0
103062,0.0,0.0,0.0,0.0,3.0,0.0
103082301,0.0,0.0,0.0,0.0,3.0,0.0
10309576,1.0,1.0,-1.0,0.0,3.0,0.0
1031073,0.0,2.0,0.0,0.0,3.0,2.0
103108489,1.0,0.0,0.0,0.0,3.0,0.0
1031227,3.0,1.0,-1.0,3.0,1.0,1.0
1031364,3.0,1.0,-1.0,3.0,1.0,1.0
10314011,0.0,0.0,0.0,0.0,3.0,0.0
1031683996,1.0,0.0,0.0,0.0,3.0,0.0
103171,1.0,0.0,0.0,0.0,3.0,0.0
103175305,1.0,0.0,0.0,0.0,3.0,0.0
103194365,1.0,0.0,0.0,0.0,3.0,0.0
10321324,0.0,0.0,0.0,0.0,3.0,0.0
1032167,3.0,3.0,-1.0,1.0,1.0,3.0
10321924,3.0,3.0,-1.0,1.0,1.0,3.0
1032217047,3.0,1.0,-1.0,3.0,1.0,1.0
1032489081,1.0,0.0,0.0,0.0,3.0,0.0
103250880,1.0,0.0,0.0,0.0,3.0,0.0
1032508880,1.0,0.0,0.0,0.0,3.0,0.0
1032718645,3.0,3.0,-1.0,1.0,1.0,3.0
10328058,2.0,3.0,-1.0,1.0,2.0,3.0
1033205,0.0,0.0,0.0,0.0,3.0,0.0
10332220,2.0,3.0,-1.0,1.0,2.0,3.0
1033356,1.0,0.0,0.0,0.0,3.0,0.0
1033727,1.0,1.0,-1.0,3.0,3.0,1.0
10338398,1.0,0.0,0.0,0.0,3.0,0.0
1034176944,1.0,0.0,0.0,0.0,3.0,0.0
10345169,0.0,0.0,0.0,0.0,3.0,0.0
1034565957,0.0,2.0,0.0,0.0,3.0,2.0
103503573,1.0,0.0,0.0,0.0,3.0,0.0
10352632,0.0,2.0,-1.0,2.0,0.0,2.0
1035410,3.0,1.0,-1.0,3.0,1.0,1.0
1035446026,1.0,0.0,0.0,0.0,3.0,0.0
103563785,3.0,1.0,-1.0,3.0,1.0,1.0
10357175,3.0,1.0,-1.0,3.0,1.0,1.0
1036063,1.0,1.0,-1.0,0.0,3.0,1.0
1036126,1.0,0.0,0.0,0.0,3.0,0.0
1037024,0.0,0.0,0.0,0.0,3.0,0.0
1037159,0.0,2.0,0.0,0.0,3.0,2.0
103720763,0.0,0.0,0.0,0.0,3.0,0.0
1037403094,1.0,0.0,0.0,0.0,3.0,0.0
1037669,0.0,0.0,0.0,0.0,3.0,0.0
103776045,3.0,1.0,-1.0,3.0,1.0,1.0
103781715,0.0,0.0,0.0,0.0,3.0,0.0
1038047,0.0,2.0,0.0,0.0,3.0,0.0
103879919,1.0,0.0,0.0,0.0,3.0,0.0
1039546008,1.0,0.0,0.0,0.0,3.0,0.0
1040472724,1.0,0.0,0.0,0.0,3.0,0.0
1040481,3.0,3.0,-1.0,1.0,1.0,3.0
10404811,1.0,0.0,0.0,0.0,3.0,0.0
1040639565,1.0,0.0,0.0,0.0,3.0,0.0
10409790,1.0,0.0,0.0,0.0,3.0,0.0
1041284,0.0,2.0,-1.0,2.0,3.0,2.0
10413172,0.0,0.0,0.0,0.0,3.0,0.0
1041357,3.0,3.0,-1.0,1.0,1.0,3.0
10416578,0.0,0.0,0.0,0.0,3.0,0.0
10420009,1.0,0.0,0.0,0.0,3.0,0.0
1042012283,1.0,0.0,0.0,0.0,3.0,0.0
104204316,1.0,0.0,0.0,0.0,3.0,0.0
1042100,0.0,2.0,0.0,0.0,3.0,0.0
10427920,1.0,0.0,0.0,0.0,3.0,0.0
1042838,3.0,1.0,-1.0,3.0,1.0,1.0
1043186838,3.0,3.0,-1.0,1.0,1.0,3.0
10435962,2.0,3.0,-1.0,1.0,1.0,3.0
104387,2.0,3.0,-1.0,1.0,1.0,3.0
104394,2.0,3.0,-1.0,1.0,2.0,3.0
104403,0.0,2.0,0.0,2.0,3.0,2.0
104409692,1.0,1.0,-1.0,0.0,3.0,1.0
104437829,0.0,0.0,0.0,0.0,3.0,0.0
104446905,0.0,0.0,0.0,0.0,3.0,0.0
1044511662,3.0,1.0,-1.0,3.0,1.0,1.0
104467654,3.0,3.0,-1.0,1.0,1.0,3.0
104514908,3.0,1.0,-1.0,3.0,1.0,1.0
1045306,0.0,0.0,0.0,0.0,3.0,0.0
1045429,0.0,2.0,-1.0,2.0,0.0,2.0
10458650,3.0,1.0,-1.0,3.0,1.0,1.0
104642051,1.0,0.0,0.0,0.0,3.0,0.0
104647238,0.0,2.0,0.0,0.0,3.0,0.0
104654430,1.0,0.0,0.0,0.0,3.0,0.0
10466657,0.0,2.0,0.0,2.0,3.0,2.0
104671,0.0,0.0,0.0,0.0,3.0,0.0
10467389,0.0,2.0,0.0,0.0,3.0,0.0
1046943,0.0,0.0,0.0,0.0,3.0,0.0
10470637,1.0,0.0,0.0,0.0,3.0,0.0
1047075,0.0,2.0,-1.0,2.0,0.0,2.0
10473055,0.0,2.0,1.0,2.0,3.0,2.0
104733969,0.0,0.0,0.0,0.0,3.0,0.0
10473499,1.0,0.0,0.0,0.0,3.0,0.0
1047496,1.0,0.0,0.0,0.0,3.0,0.0
10477161,3.0,1.0,-1.0,3.0,1.0,1.0
1047779,0.0,0.0,0.0,0.0,3.0,0.0
104792795,2.0,3.0,-1.0,1.0,2.0,3.0
10480057,0.0,0.0,0.0,0.0,3.0,0.0
10480167,1.0,0.0,0.0,0.0,3.0,0.0
10480666,0.0,2.0,-1.0,2.0,0.0,2.0
1048171311,1.0,0.0,0.0,0.0,3.0,0.0
1048583,0.0,2.0,0.0,0.0,3.0,0.0
1048642,0.0,2.0,0.0,0.0,3.0,0.0
10487390,0.0,0.0,0.0,0.0,3.0,0.0
10488726,2.0,3.0,-1.0,1.0,1.0,3.0
104896,3.0,3.0,-1.0,1.0,1.0,3.0
1048974,1.0,1.0,-1.0,3.0,1.0,1.0
1049246,1.0,0.0,0.0,0.0,3.0,0.0
10492974,1.0,0.0,0.0,0.0,3.0,0.0
104942204,1.0,0.0,0.0,0.0,3.0,0.0
10497993,0.0,0.0,0.0,0.0,3.0,0.0
1050036560,1.0,0.0,0.0,0.0,3.0,0.0
105009189,3.0,1.0,-1.0,3.0,1.0,1.0
1050362205,2.0,3.0,-1.0,1.0,1.0,3.0
1050584,0.0,2.0,1.0,2.0,3.0,2.0
105072446,0.0,2.0,-1.0,2.0,3.0,2.0
105124322,1.0,0.0,0.0,0.0,3.0,0.0
1051294272,0.0,0.0,0.0,0.0,3.0,0.0
10513160,0.0,2.0,0.0,0.0,3.0,0.0
1051447,0.0,0.0,0.0,0.0,3.0,0.0
1051542,1.0,0.0,0.0,0.0,3.0,0.0
10517132,3.0,1.0,-1.0,3.0,1.0,1.0
10520928,0.0,2.0,-1.0,2.0,0.0,2.0
1052183,2.0,3.0,-1.0,1.0,1.0,3.0
1052200,0.0,0.0,0.0,0.0,3.0,0.0
10522690,0.0,0.0,0.0,0.0,3.0,0.0
1052290740,3.0,1.0,-1.0,3.0,1.0,1.0
1052854,0.0,0.0,0.0,0.0,3.0,0.0
105314344,1.0,0.0,0.0,0.0,3.0,0.0
1053220,1.0,0.0,0.0,0.0,3.0,0.0
1053241,3.0,1.0,-1.0,3.0,1.0,1.0
105360,0.0,0.0,0.0,0.0,3.0,0.0
105379,1.0,0.0,0.0,0.0,3.0,0.0
1053873,1.0,0.0,0.0,0.0,3.0,0.0
105397580,0.0,0.0,0.0,0.0,3.0,0.0
10540033,0.0,0.0,0.0,0.0,3.0,0.0
1054042,0.0,2.0,0.0,0.0,3.0,2.0
10540553,3.0,1.0,-1.0,3.0,1.0,1.0
1054124,1.0,0.0,0.0,0.0,3.0,0.0
10542408,1.0,0.0,0.0,0.0,3.0,0.0
10544270,0.0,0.0,0.0,0.0,3.0,0.0
1054430568,0.0,0.0,0.0,0.0,3.0,0.0
10545370,1.0,1.0,-1.0,3.0,1.0,1.0
10545449,0.0,2.0,0.0,2.0,3.0,2.0
1054602254,0.0,0.0,0.0,0.0,3.0,0.0
10546494,0.0,2.0,0.0,0.0,3.0,0.0
10549827,2.0,3.0,-1.0,1.0,1.0,3.0
1055280135,3.0,1.0,-1.0,3.0,1.0,1.0
1055361,3.0,1.0,-1.0,3.0,1.0,1.0
1055425,0.0,0.0,0.0,0.0,3.0,0.0
10555097,0.0,2.0,1.0,2.0,3.0,2.0
105551234,2.0,3.0,-1.0,1.0,2.0,3.0
10556652,2.0,3.0,-1.0,1.0,1.0,3.0
105575354,0.0,2.0,0.0,0.0,3.0,2.0
105580,0.0,2.0,0.0,2.0,3.0,2.0
1055949677,1.0,1.0,-1.0,3.0,1.0,1.0
10561723,0.0,0.0,0.0,0.0,3.0,0.0
105623712,3.0,1.0,-1.0,3.0,1.0,1.0
10564357,1.0,1.0,-1.0,3.0,3.0,1.0
10568016,0.0,0.0,0.0,0.0,3.0,0.0
10568301,0.0,2.0,0.0,0.0,3.0,0.0
1057087,0.0,0.0,0.0,0.0,3.0,0.0
10571988,0.0,2.0,0.0,0.0,3.0,0.0
105735076,0.0,0.0,0.0,0.0,3.0,0.0
10573630,3.0,3.0,-1.0,1.0,1.0,3.0
1057444157,0.0,0.0,0.0,0.0,3.0,0.0
1057565716,1.0,0.0,0.0,0.0,3.0,0.0
10575754,0.0,0.0,0.0,0.0,3.0,0.0
105770850,0.0,0.0,0.0,0.0,3.0,0.0
10578942,0.0,0.0,0.0,0.0,3.0,0.0
105809501,0.0,2.0,-1.0,2.0,0.0,2.0
1058209,1.0,0.0,0.0,0.0,3.0,0.0
105828692,1.0,0.0,0.0,0.0,3.0,0.0
1058683,0.0,2.0,-1.0,2.0,0.0,2.0
1058724975,2.0,3.0,-1.0,1.0,2.0,3.0
1058749,0.0,0.0,0.0,0.0,3.0,0.0
10589237,2.0,3.0,-1.0,1.0,1.0,3.0
10590611,0.0,0.0,0.0,0.0,3.0,0.0
10594191,1.0,0.0,0.0,0.0,3.0,0.0
105944514,1.0,0.0,0.0,0.0,3.0,0.0
1059542040,1.0,0.0,0.0,0.0,3.0,0.0
106007211,0.0,0.0,0.0,0.0,3.0,0.0
1060567614,0.0,0.0,0.0,0.0,3.0,0.0
10606206,1.0,0.0,0.0,0.0,3.0,0.0
1060636,0.0,0.0,0.0,0.0,3.0,0.0
1060683986,0.0,0.0,0.0,0.0,3.0,0.0
10606899,0.0,0.0,0.0,0.0,3.0,0.0
1060732370,1.0,0.0,0.0,0.0,3.0,0.0
10607448,1.0,1.0,-1.0,3.0,1.0,1.0
106075467,0.0,0.0,0.0,0.0,3.0,0.0
106081,1.0,1.0,-1.0,0.0,3.0,1.0
10609894,0.0,2.0,0.0,2.0,3.0,2.0
1061025,0.0,2.0,0.0,2.0,3.0,2.0
10610725,0.0,0.0,0.0,0.0,3.0,0.0
10613183,0.0,2.0,0.0,0.0,3.0,0.0
10614814,1.0,0.0,0.0,0.0,3.0,0.0
10615039,1.0,0.0,0.0,0.0,3.0,0.0
106164915,3.0,3.0,-1.0,1.0,1.0,3.0
10616519,0.0,0.0,0.0,0.0,3.0,0.0
10619140,0.0,0.0,0.0,0.0,3.0,0.0
1062412,0.0,2.0,-1.0,2.0,0.0,2.0
1062421788,0.0,0.0,0.0,0.0,3.0,0.0
10624417,0.0,2.0,0.0,0.0,3.0,2.0
106255,0.0,0.0,0.0,0.0,3.0,0.0
10625961,0.0,2.0,0.0,0.0,3.0,2.0
1062792,1.0,0.0,0.0,0.0,3.0,0.0
1063024,0.0,0.0,0.0,0.0,3.0,0.0
10636074,1.0,0.0,0.0,0.0,3.0,0.0
1063618,0.0,0.0,0.0,0.0,3.0,0.0
10647575,0.0,0.0,0.0,0.0,3.0,0.0
106487462,1.0,0.0,0.0,0.0,3.0,0.0
10648837,3.0,1.0,-1.0,3.0,1.0,1.0
10651803,0.0,2.0,0.0,0.0,3.0,2.0
10652836,0.0,2.0,0.0,0.0,3.0,0.0
1065346231,3.0,3.0,-1.0,1.0,1.0,3.0
10654254,0.0,2.0,0.0,0.0,3.0,0.0
106542639,1.0,0.0,0.0,0.0,3.0,0.0
1065738,1.0,0.0,0.0,0.0,3.0,0.0
10661644,1.0,0.0,0.0,0.0,3.0,0.0
106622342,3.0,1.0,-1.0,3.0,1.0,1.0
106631,1.0,0.0,0.0,0.0,3.0,0.0
10663137,0.0,0.0,0.0,0.0,3.0,0.0
106653692,1.0,0.0,0.0,0.0,3.0,0.0
10666653,1.0,0.0,0.0,0.0,3.0,0.0
1066945,0.0,2.0,0.0,2.0,3.0,2.0
1066989192,1.0,0.0,0.0,0.0,3.0,0.0
10671252,1.0,0.0,0.0,0.0,3.0,0.0
10671358,0.0,2.0,0.0,2.0,3.0,2.0
1067207444,1.0,0.0,0.0,0.0,3.0,0.0
1067292749,1.0,0.0,0.0,0.0,3.0,0.0
106733386,0.0,0.0,0.0,0.0,3.0,0.0
1067429,2.0,3.0,-1.0,1.0,2.0,3.0
1067476672,0.0,0.0,0.0,0.0,3.0,0.0
10677270,0.0,0.0,0.0,0.0,3.0,0.0
1067850596,1.0,1.0,-1.0,3.0,1.0,1.0
106788253,1.0,0.0,0.0,0.0,3.0,0.0
1068123,0.0,2.0,-1.0,2.0,0.0,2.0
106855212,1.0,0.0,0.0,0.0,3.0,0.0
1068609123,3.0,3.0,-1.0,1.0,1.0,3.0
106865281,1.0,0.0,0.0,0.0,3.0,0.0
10687595,1.0,0.0,0.0,0.0,3.0,0.0
1068843,2.0,3.0,-1.0,1.0,1.0,3.0
1069416,0.0,2.0,0.0,2.0,3.0,2.0
1069602500,1.0,0.0,0.0,0.0,3.0,0.0
1069677,1.0,0.0,0.0,0.0,3.0,0.0
106989323,2.0,3.0,-1.0,1.0,1.0,3.0
107010586,1.0,0.0,0.0,0.0,3.0,0.0
107019027,3.0,1.0,-1.0,3.0,1.0,1.0
107050992,0.0,2.0,-1.0,2.0,0.0,2.0
107051913,1.0,0.0,0.0,0.0,3.0,0.0
1070555,0.0,2.0,-1.0,2.0,0.0,2.0
1070686295,0.0,2.0,0.0,0.0,3.0,0.0
1070820,0.0,2.0,-1.0,2.0,0.0,2.0
1071560138,1.0,0.0,0.0,0.0,3.0,0.0
10719,0.0,2.0,-1.0,2.0,0.0,2.0
1072043410,3.0,1.0,-1.0,3.0,1.0,1.0
10721882,2.0,3.0,-1.0,1.0,1.0,3.0
107228,3.0,1.0,-1.0,3.0,1.0,1.0
1072503550,3.0,1.0,-1.0,3.0,1.0,1.0
107263173,1.0,0.0,0.0,0.0,3.0,0.0
107265404,0.0,2.0,-1.0,2.0,0.0,2.0
10730262,1.0,0.0,0.0,0.0,3.0,0.0
107325681,0.0,0.0,0.0,0.0,3.0,0.0
107330,1.0,0.0,0.0,0.0,3.0,0.0
1073437586,1.0,0.0,0.0,0.0,3.0,0.0
107358657,3.0,1.0,-1.0,3.0,1.0,1.0
1073793,3.0,1.0,-1.0,3.0,1.0,1.0
1074649,0.0,2.0,0.0,2.0,3.0,2.0
10747078,0.0,0.0,0.0,0.0,3.0,0.0
1074994522,3.0,1.0,-1.0,3.0,1.0,1.0
107568461,0.0,2.0,0.0,0.0,3.0,0.0
107569007,1.0,1.0,-1.0,0.0,3.0,1.0
107577743,3.0,1.0,-1.0,3.0,1.0,1.0
1075787,1.0,0.0,0.0,0.0,3.0,0.0
107583113,3.0,3.0,-1.0,1.0,1.0,3.0
107623566,1.0,0.0,0.0,0.0,3.0,0.0
1076553,0.0,2.0,-1.0,2.0,0.0,2.0
1077874,1.0,0.0,0.0,0.0,3.0,0.0
107791368,3.0,3.0,-1.0,1.0,1.0,3.0
10779859,0.0,2.0,-1.0,2.0,0.0,2.0
1078120,3.0,1.0,-1.0,3.0,1.0,1.0
1078250,3.0,1.0,-1.0,3.0,1.0,1.0
107857,0.0,2.0,0.0,2.0,3.0,2.0
1078639,0.0,2.0,0.0,0.0,3.0,0.0
107873,0.0,2.0,-1.0,2.0,0.0,2.0
1080506,0.0,2.0,0.0,0.0,3.0,0.0
108114295,1.0,0.0,0.0,0.0,3.0,0.0
1081404883,1.0,0.0,0.0,0.0,3.0,0.0
108159652,1.0,0.0,0.0,0.0,3.0,0.0
1082347,1.0,0.0,0.0,0.0,3.0,0.0
10825420,0.0,0.0,0.0,0.0,3.0,0.0
1082624,3.0,1.0,-1.0,3.0,1.0,1.0
108275672,0.0,0.0,0.0,0.0,3.0,0.0
1082796493,1.0,0.0,0.0,0.0,3.0,0.0
108286531,0.0,0.0,0.0,0.0,3.0,0.0
1082951170,0.0,0.0,0.0,0.0,3.0,0.0
108302005,0.0,2.0,0.0,0.0,3.0,0.0
10830934,1.0,0.0,0.0,0.0,3.0,0.0
108313,0.0,2.0,-1.0,2.0,0.0,2.0
1083197,0.0,0.0,0.0,0.0,3.0,0.0
108341318,1.0,0.0,0.0,0.0,3.0,0.0
1084196,0.0,2.0,-1.0,2.0,0.0,2.0
108439589,0.0,0.0,0.0,0.0,3.0,0.0
10846786,1.0,0.0,0.0,0.0,3.0,0.0
108507,0.0,2.0,0.0,0.0,3.0,0.0
1085220,1.0,0.0,0.0,0.0,3.0,0.0
10852491,1.0,0.0,0.0,0.0,3.0,0.0
108529826,0.0,0.0,0.0,0.0,3.0,0.0
1085367,0.0,0.0,0.0,0.0,3.0,0.0
1085388,0.0,0.0,0.0,0.0,3.0,0.0
10854056,0.0,0.0,0.0,0.0,3.0,0.0
108565962,1.0,0.0,0.0,0.0,3.0,0.0
10861385,1.0,0.0,0.0,0.0,3.0,0.0
108621,1.0,1.0,-1.0,3.0,3.0,1.0
108684796,0.0,0.0,0.0,0.0,3.0,0.0
1087032,0.0,0.0,0.0,0.0,3.0,0.0
1087193,0.0,2.0,-1.0,2.0,0.0,2.0
10875652,0.0,2.0,0.0,0.0,3.0,0.0
1088536284,0.0,0.0,0.0,0.0,3.0,0.0
108863652,3.0,1.0,-1.0,3.0,1.0,1.0
1088935244,2.0,3.0,-1.0,1.0,1.0,3.0
1089042182,0.0,0.0,0.0,0.0,3.0,0.0
1089177481,0.0,0.0,0.0,0.0,3.0,0.0
1089392,0.0,0.0,0.0,0.0,3.0,0.0
108975325,3.0,1.0,-1.0,3.0,1.0,1.0
1090068323,1.0,0.0,0.0,0.0,3.0,0.0
1090479869,3.0,1.0,-1.0,3.0,1.0,1.0
10906665,3.0,1.0,-1.0,3.0,1.0,1.0
109098123,1.0,0.0,0.0,0.0,3.0,0.0
10915005,3.0,1.0,-1.0,3.0,1.0,1.0
10916117,0.0,2.0,0.0,0.0,3.0,0.0
1091899,0.0,2.0,-1.0,2.0,0.0,2.0
109197799,1.0,0.0,0.0,0.0,3.0,0.0
1092500624,1.0,1.0,-1.0,3.0,3.0,1.0
109259704,3.0,1.0,-1.0,3.0,1.0,1.0
109282015,0.0,2.0,0.0,0.0,3.0,0.0
1093233444,0.0,0.0,0.0,0.0,3.0,0.0
1093705,1.0,0.0,0.0,0.0,3.0,0.0
1093933,1.0,0.0,0.0,0.0,3.0,0.0
109397513,1.0,0.0,0.0,0.0,3.0,0.0
