TrajID,IMEI,IMSI,MRTime,RNCID_1,CellID_1,Dbm_1,AsuLevel_1,SignalLevel_1,RNCID_2,CellID_2,Dbm_2,AsuLevel_2,SignalLevel_2,RNCID_3,CellID_3,Dbm_3,AsuLevel_3,SignalLevel_3,RNCID_4,CellID_4,Dbm_4,AsuLevel_4,SignalLevel_4,RNCID_5,CellID_5,Dbm_5,AsuLevel_5,SignalLevel_5,RNCID_6,CellID_6,Dbm_6,AsuLevel_6,SignalLevel_6,Speed
0,861374033830412,460012796993062,1507727328,1.0,0.41146316606075356,0.9641350210970463,0.46875,1.0,0.9991651593154306,0.6960040157588111,0.9535864978902953,0.3125,0.8,1.0,0.4316332273619203,0.9599156118143458,0.40625,1.0,0.9948518157784889,0.23647343362589557,0.9535864978902953,0.3125,0.8,1.0,0.43189181789142245,0.9451476793248944,0.1875,0.6000000000000001,1.0,0.411432743645518,0.9493670886075948,0.25,0.6000000000000001,0.0
0,861374033830412,460012796993062,1507727343,1.0,0.41146316606075356,0.9683544303797467,0.53125,1.0,0.9991651593154306,0.6960040157588111,0.962025316455696,0.4375,1.0,1.0,0.4316332273619203,0.9683544303797467,0.53125,1.0,0.9948518157784889,0.23647343362589557,0.9683544303797467,0.53125,1.0,1.0,0.43189181789142245,0.9641350210970463,0.46875,1.0,1.0,0.411432743645518,0.9599156118143458,0.40625,1.0,0.0
0,861374033830412,460012796993062,1507727358,1.0,0.4316332273619203,0.9873417721518986,0.8125,1.0,0.9948518157784889,0.23647343362589557,0.9662447257383965,0.5,1.0,1.0,0.43189181789142245,0.9641350210970463,0.46875,1.0,1.0,0.411432743645518,0.9662447257383965,0.5,1.0,1.0,0.41146316606075356,0.9662447257383965,0.5,1.0,1.0,0.43164843856953805,0.9725738396624471,0.59375,1.0,0.0
0,861374033830412,460012796993062,1507727368,1.0,0.4316332273619203,0.9873417721518986,0.8125,1.0,0.9948518157784889,0.23647343362589557,0.9641350210970463,0.46875,1.0,1.0,0.43189181789142245,0.9662447257383965,0.5,1.0,1.0,0.411432743645518,0.9767932489451475,0.65625,1.0,1.0,0.41146316606075356,0.9683544303797467,0.53125,1.0,1.0,0.43164843856953805,0.9746835443037973,0.625,1.0,0.0
0,861374033830412,460012796993062,1507727435,1.0,0.4316332273619203,0.9894514767932487,0.84375,1.0,1.0,0.411432743645518,0.9852320675105484,0.78125,1.0,1.0,0.43164843856953805,0.9767932489451475,0.65625,1.0,1.0,0.41146316606075356,0.991561181434599,0.875,1.0,1.0,0.4318766066838046,0.9767932489451475,0.65625,1.0,0.9948518157784889,0.23647343362589557,0.9746835443037973,0.625,1.0,6.450775
0,861374033830412,460012796993062,1507727444,1.0,0.4316332273619203,0.9894514767932487,0.84375,1.0,1.0,0.411432743645518,0.9831223628691982,0.75,1.0,1.0,0.43164843856953805,0.9789029535864977,0.6875,1.0,1.0,0.41146316606075356,0.9894514767932487,0.84375,1.0,1.0,0.4318766066838046,0.9767932489451475,0.65625,1.0,1.0,0.43189181789142245,0.981012658227848,0.71875,1.0,6.450496
0,861374033830412,460012796993062,1507727475,1.0,0.411432743645518,0.9999999999999999,1.0,1.0,1.0,0.41146316606075356,0.9999999999999999,1.0,1.0,1.0,0.43189181789142245,0.9873417721518986,0.8125,1.0,1.0,0.4114479548531358,0.9831223628691982,0.75,1.0,1.0,0.4316332273619203,0.9873417721518986,0.8125,1.0,0.0,0.0,0.9388185654008437,0.09375,0.2,7.0800633
0,861374033830412,460012796993062,1507727487,1.0,0.41146316606075356,0.9999999999999999,1.0,1.0,1.0,0.43189181789142245,0.9873417721518986,0.8125,1.0,1.0,0.4114479548531358,0.9873417721518986,0.8125,1.0,1.0,0.4316332273619203,0.981012658227848,0.71875,1.0,1.0,0.411432743645518,0.9936708860759492,0.90625,1.0,1.0,0.43164843856953805,0.9873417721518986,0.8125,1.0,5.520009
0,861374033830412,460012796993062,1507727491,1.0,0.41146316606075356,0.9999999999999999,1.0,1.0,1.0,0.43189181789142245,0.9873417721518986,0.8125,1.0,1.0,0.4114479548531358,0.9873417721518986,0.8125,1.0,1.0,0.4316332273619203,0.9789029535864977,0.6875,1.0,1.0,0.411432743645518,0.9936708860759492,0.90625,1.0,1.0,0.43164843856953805,0.9894514767932487,0.84375,1.0,6.705438000000001
0,861374033830412,460012796993062,1507727494,1.0,0.41146316606075356,0.9999999999999999,1.0,1.0,1.0,0.43189181789142245,0.9873417721518986,0.8125,1.0,1.0,0.4114479548531358,0.9852320675105484,0.78125,1.0,1.0,0.4316332273619203,0.9767932489451475,0.65625,1.0,1.0,0.411432743645518,0.9936708860759492,0.90625,1.0,1.0,0.43164843856953805,0.9894514767932487,0.84375,1.0,6.27
