,x,y
494,329649,3462540
495,329649,3462590
496,329649,3462640
497,329649,3462690
498,329649,3462740
499,329649,3462790
500,329649,3462840
501,329649,3462890
502,329649,3462940
503,329649,3462990
504,329649,3463040
505,329649,3463090
506,329649,3463140
507,329649,3463190
508,329649,3463240
509,329649,3463290
510,329649,3463340
511,329649,3463390
512,329649,3463440
513,329699,3462140
514,329699,3462190
515,329699,3462240
516,329699,3462290
517,329699,3462340
518,329699,3462390
519,329699,3462440
520,329699,3462490
521,329699,3462540
522,329699,3462590
523,329699,3462640
524,329699,3462690
525,329699,3462740
526,329699,3462790
527,329699,3462840
528,329699,3462890
529,329699,3462940
530,329699,3462990
531,329699,3463040
532,329699,3463090
533,329699,3463140
534,329699,3463190
535,329699,3463240
536,329699,3463290
537,329699,3463340
538,329699,3463390
539,329699,3463440
540,329749,3462140
541,329749,3462190
542,329749,3462240
543,329749,3462290
544,329749,3462340
545,329749,3462390
546,329749,3462440
547,329749,3462490
548,329749,3462540
549,329749,3462590
550,329749,3462640
551,329749,3462690
552,329749,3462740
553,329749,3462790
554,329749,3462840
555,329749,3462890
556,329749,3462940
557,329749,3462990
558,329749,3463040
559,329749,3463090
560,329749,3463140
561,329749,3463190
562,329749,3463240
563,329749,3463290
564,329749,3463340
565,329749,3463390
566,329749,3463440
567,329799,3462140
568,329799,3462190
569,329799,3462240
570,329799,3462290
571,329799,3462340
572,329799,3462390
573,329799,3462440
574,329799,3462490
575,329799,3462540
576,329799,3462590
577,329799,3462640
578,329799,3462690
579,329799,3462740
580,329799,3462790
581,329799,3462840
582,329799,3462890
583,329799,3462940
584,329799,3462990
585,329799,3463040
586,329799,3463090
587,329799,3463140
588,329799,3463190
589,329799,3463240
590,329799,3463290
591,329799,3463340
592,329799,3463390
593,329799,3463440
594,329849,3462140
595,329849,3462190
596,329849,3462240
597,329849,3462290
598,329849,3462340
599,329849,3462390
600,329849,3462440
601,329849,3462490
602,329849,3462540
603,329849,3462590
604,329849,3462640
605,329849,3462690
606,329849,3462740
607,329849,3462790
608,329849,3462840
609,329849,3462890
610,329849,3462940
611,329849,3462990
612,329849,3463040
613,329849,3463090
614,329849,3463140
615,329849,3463190
616,329849,3463240
617,329849,3463290
618,329849,3463340
619,329849,3463390
620,329849,3463440
621,329899,3462140
622,329899,3462190
623,329899,3462240
624,329899,3462290
625,329899,3462340
626,329899,3462390
627,329899,3462440
628,329899,3462490
629,329899,3462540
630,329899,3462590
631,329899,3462640
632,329899,3462690
633,329899,3462740
634,329899,3462790
635,329899,3462840
636,329899,3462890
637,329899,3462940
638,329899,3462990
639,329899,3463040
640,329899,3463090
641,329899,3463140
642,329899,3463190
643,329899,3463240
644,329899,3463290
645,329899,3463340
646,329899,3463390
647,329899,3463440
648,329949,3462140
649,329949,3462190
650,329949,3462240
651,329949,3462290
652,329949,3462340
653,329949,3462390
654,329949,3462440
655,329949,3462490
656,329949,3462540
657,329949,3462590
658,329949,3462640
659,329949,3462690
660,329949,3462740
661,329949,3462790
662,329949,3462840
663,329949,3462890
664,329949,3462940
665,329949,3462990
666,329949,3463040
667,329949,3463090
668,329949,3463140
669,329949,3463190
670,329949,3463240
671,329949,3463290
672,329949,3463340
673,329949,3463390
674,329949,3463440
675,329999,3462140
676,329999,3462190
677,329999,3462240
678,329999,3462290
679,329999,3462340
680,329999,3462390
681,329999,3462440
682,329999,3462490
683,329999,3462540
684,329999,3462590
685,329999,3462640
686,329999,3462690
687,329999,3462740
688,329999,3462790
689,329999,3462840
690,329999,3462890
691,329999,3462940
692,329999,3462990
693,329999,3463040
694,329999,3463090
695,329999,3463140
696,329999,3463190
697,329999,3463240
698,329999,3463290
699,329999,3463340
700,329999,3463390
701,329999,3463440
702,330049,3462140
703,330049,3462190
704,330049,3462240
705,330049,3462290
706,330049,3462340
707,330049,3462390
708,330049,3462440
709,330049,3462490
710,330049,3462540
711,330049,3462590
712,330049,3462640
713,330049,3462690
714,330049,3462740
715,330049,3462790
716,330049,3462840
717,330049,3462890
718,330049,3462940
719,330049,3462990
720,330049,3463040
721,330049,3463090
722,330049,3463140
723,330049,3463190
724,330049,3463240
725,330049,3463290
726,330049,3463340
727,330049,3463390
728,330049,3463440
729,330099,3462140
730,330099,3462190
731,330099,3462240
732,330099,3462290
733,330099,3462340
734,330099,3462390
735,330099,3462440
736,330099,3462490
737,330099,3462540
738,330099,3462590
739,330099,3462640
740,330099,3462690
741,330099,3462740
742,330099,3462790
743,330099,3462840
744,330099,3462890
745,330099,3462940
746,330099,3462990
747,330099,3463040
748,330099,3463090
749,330099,3463140
750,330099,3463190
751,330099,3463240
752,330099,3463290
753,330099,3463340
754,330099,3463390
755,330099,3463440
756,330149,3462140
757,330149,3462190
758,330149,3462240
759,330149,3462290
760,330149,3462340
761,330149,3462390
762,330149,3462440
763,330149,3462490
764,330149,3462540
765,330149,3462590
766,330149,3462640
767,330149,3462690
768,330149,3462740
769,330149,3462790
770,330149,3462840
771,330149,3462890
772,330149,3462940
773,330149,3462990
774,330149,3463040
775,330149,3463090
776,330149,3463140
777,330149,3463190
778,330149,3463240
779,330149,3463290
780,330149,3463340
781,330149,3463390
782,330149,3463440
783,330199,3462140
784,330199,3462190
785,330199,3462240
786,330199,3462290
787,330199,3462340
788,330199,3462390
789,330199,3462440
790,330199,3462490
791,330199,3462540
792,330199,3462590
793,330199,3462640
794,330199,3462690
795,330199,3462740
796,330199,3462790
797,330199,3462840
798,330199,3462890
799,330199,3462940
800,330199,3462990
801,330199,3463040
802,330199,3463090
803,330199,3463140
804,330199,3463190
805,330199,3463240
806,330199,3463290
807,330199,3463340
808,330199,3463390
809,330199,3463440
810,330249,3462140
811,330249,3462190
812,330249,3462240
813,330249,3462290
814,330249,3462340
815,330249,3462390
816,330249,3462440
817,330249,3462490
818,330249,3462540
819,330249,3462590
820,330249,3462640
821,330249,3462690
822,330249,3462740
823,330249,3462790
824,330249,3462840
825,330249,3462890
826,330249,3462940
827,330249,3462990
828,330249,3463040
829,330249,3463090
830,330249,3463140
831,330249,3463190
832,330249,3463240
833,330249,3463290
834,330249,3463340
835,330249,3463390
836,330249,3463440
837,330299,3462140
838,330299,3462190
839,330299,3462240
840,330299,3462290
841,330299,3462340
842,330299,3462390
843,330299,3462440
844,330299,3462490
845,330299,3462540
846,330299,3462590
847,330299,3462640
848,330299,3462690
849,330299,3462740
850,330299,3462790
851,330299,3462840
852,330299,3462890
853,330299,3462940
854,330299,3462990
855,330299,3463040
856,330299,3463090
857,330299,3463140
858,330299,3463190
859,330299,3463240
860,330299,3463290
861,330299,3463340
862,330299,3463390
863,330299,3463440
864,330349,3462140
865,330349,3462190
866,330349,3462240
867,330349,3462290
868,330349,3462340
869,330349,3462390
870,330349,3462440
871,330349,3462490
872,330349,3462540
873,330349,3462590
874,330349,3462640
875,330349,3462690
876,330349,3462740
877,330349,3462790
878,330349,3462840
879,330349,3462890
880,330349,3462940
881,330349,3462990
882,330349,3463040
883,330349,3463090
884,330349,3463140
885,330349,3463190
886,330349,3463240
887,330349,3463290
888,330349,3463340
889,330349,3463390
890,330349,3463440
