,user_id,aver_figure
0,100010558,19.746666666666666
1,1000133770,19.293333333333333
2,100157364,8.52
3,10017157,5.082191780821918
4,10021188,10.513513513513514
5,1002119223,2.7142857142857144
6,100248234,4.461538461538462
7,10025,22.486486486486488
8,1002644397,8.28888888888889
9,1002765,22.493333333333332
10,1003318319,17.693877551020407
11,10034592,6.875
12,1004004,3.6666666666666665
13,1004093,5.283783783783784
14,100411578,4.3478260869565215
15,10042474,11.5
16,1004302,10.053333333333333
17,100434920,3.7857142857142856
18,1004377,17.716216216216218
19,1004524,9.64
20,1004965,20.44
21,100503169,10.536585365853659
22,1005277735,13.797297297297296
23,1005555,6.3061224489795915
24,100594135,10.583333333333334
25,100600199,9.1
26,10061005,6.761904761904762
27,100636,19.88888888888889
28,1006935,6.319148936170213
29,1007074,13.717948717948717
30,10073874,8.303030303030303
31,1007391,11.066666666666666
32,1007551,18.857142857142858
33,100782,12.125
34,1007915710,16.32
35,1007970,13.946666666666667
36,1008009,13.586666666666666
37,1008445,18.745098039215687
38,1008682,5.627906976744186
39,1008809497,10.375
40,10095440,20.933333333333334
41,100957255,15.76
42,100958424,15.186666666666667
43,10100133,5.5
44,1010324,11.36
45,101041,18.571428571428573
46,101096583,1.9615384615384615
47,10112304,3.74
48,101127102,3.5161290322580645
49,10119885,16.416666666666668
50,1012086,5.3076923076923075
51,1012271658,13.555555555555555
52,10125746,4.361702127659575
53,1012591,1.3333333333333333
54,101281730,19.9
55,10131238,4.5625
56,101355975,2.8333333333333335
57,1013729,3.2857142857142856
58,1013867,5.9411764705882355
59,1013981,14.0
60,1014126,10.121621621621621
61,1014230,13.866666666666667
62,10146834,17.68
63,1014699303,10.0
64,1014995,33.568627450980394
65,101529958,1.1111111111111112
66,1015551,22.61111111111111
67,1015713500,24.483870967741936
68,101580342,9.666666666666666
69,101588587,6.166666666666667
70,1015891,11.178571428571429
71,10161180,6.625
72,10161821,14.773333333333333
73,10168840,8.258620689655173
74,101719016,7.363636363636363
75,101726,6.071428571428571
76,101744050,12.0
77,1017516288,64.14285714285714
78,10179427,3.0384615384615383
79,1018027,27.69333333333333
80,1018072,11.093333333333334
81,1018422,16.89189189189189
82,101860,1.6
83,101881,17.36
84,10189358,7.26530612244898
85,1019076,19.013513513513512
86,101913,4.571428571428571
87,101913355,13.465116279069768
88,101917674,4.0
89,10192866,2.0
90,10195082,30.573333333333334
91,10195472,15.666666666666666
92,1019584695,5.9
93,10197156,10.698630136986301
94,10197181,5.555555555555555
95,102000397,8.17142857142857
96,10201673,8.375
97,1020220351,3.0
98,1020366,21.89189189189189
99,10206931,5.491803278688525
100,102182468,9.681818181818182
101,1021825471,16.887096774193548
102,10219578,15.68918918918919
103,1022042202,3.5
104,10221074,10.0
105,10224616,10.266666666666667
106,10224659,9.894736842105264
107,10224854,7.714285714285714
108,10226877,4.125
109,1022862,5.0
110,1023005,5.933333333333334
111,102303122,3.4285714285714284
112,1023317,15.9
113,10237055,18.466666666666665
114,102391223,4.0
115,102393258,10.894736842105264
116,1024232,19.66
117,10242712,11.162162162162161
118,10243163,2.5217391304347827
119,10245643,12.785714285714286
120,1024564509,24.022222222222222
121,1024603006,11.357142857142858
122,102473578,2.6
123,1024768,3.5789473684210527
124,1024858307,8.434782608695652
125,10250327,5.083333333333333
126,10255791,8.25
127,1025713,23.405405405405407
128,102572,22.22222222222222
129,1026259143,12.031746031746032
130,10266951,2.9655172413793105
131,1026864686,4.0
132,1026914,17.37313432835821
133,102714059,3.03125
134,10272675,4.131578947368421
135,102731,16.08
136,1027756732,25.171945701357465
137,1027962,8.8
138,10280036,4.013333333333334
139,1028524,12.094594594594595
140,10285485,3.45
141,102857505,8.48
142,102869695,3.925
143,102875710,4.2
144,10287677,6.05
145,102882,19.642857142857142
146,10290406,3.4761904761904763
147,102910,11.846153846153847
148,102947209,4.6
149,1029518,19.52
150,10297742,5.581081081081081
151,1029842,14.24
152,10301004,10.127272727272727
153,10301261,4.75
154,1030295,5.769230769230769
155,103046374,4.666666666666667
156,103062,3.7162162162162162
157,103082301,2.2857142857142856
158,10309576,10.27027027027027
159,1031073,13.479452054794521
160,103108489,8.571428571428571
161,1031227,3.44
162,1031364,22.773333333333333
163,10314011,1.1428571428571428
164,1031683996,6.975609756097561
165,103171,10.6
166,103175305,2.3
167,103194365,11.506666666666666
168,10321324,10.454545454545455
169,1032167,12.054054054054054
170,10321924,10.133333333333333
171,1032217047,27.226666666666667
172,1032489081,8.727272727272727
173,103250880,12.306666666666667
174,1032508880,4.526315789473684
175,1032718645,26.28
176,10328058,15.64
177,1033205,4.714285714285714
178,10332220,28.986666666666668
179,1033356,11.106666666666667
180,1033727,17.123076923076923
181,10338398,6.0
182,1034176944,12.153846153846153
183,10345169,3.388888888888889
184,1034565957,11.819444444444445
185,103503573,9.177777777777777
186,10352632,5.027397260273973
187,1035410,13.32
188,1035446026,13.928571428571429
189,103563785,19.493333333333332
190,10357175,10.567567567567568
191,1036063,8.75
192,1036126,9.533333333333333
193,1037024,10.676923076923076
194,1037159,8.357142857142858
195,103720763,1.84375
196,1037403094,14.875
197,1037669,11.181818181818182
198,103776045,13.12
