,user_id,sentiment
0,21719636,0.6139398611162253
1,2574437,0.7137682998241126
2,1964659,0.6837056250882225
3,2774623,0.452256761355288
4,3861727,0.6262338703761681
5,15582434,0.708180812400469
6,1026259143,0.8840077615230858
7,39110333,0.5080035671166844
8,131367256,0.9123709975025239
9,7152956,0.750119498489311
10,624814,0.5723114246034245
11,42123543,0.9247681418305032
12,22983289,0.57385062560163
13,26558338,0.7137954446891216
14,17936618,0.6707773576526543
15,13840356,0.45566839384412117
16,19829983,0.690966308445483
17,4508452,0.7585607356445812
18,622942,0.743871702123111
19,25168235,0.7796118134360296
20,28272116,0.7056215742067377
21,10619140,0.731262154617536
22,40020647,0.8498435246616807
23,1096405248,0.562155403327105
24,26186902,0.719802595410437
25,18110320,0.7101813122258543
26,11664889,0.7069776732035277
27,43880812,0.798199328446806
28,5374560,0.566296700903537
29,1342313,0.6914245772016964
30,196712219,0.5917269611463106
31,1418137,0.49800964293576677
32,1052854,0.5625311010585622
33,26740774,0.4964962130567764
34,1133678,0.642188325124205
35,2348477,0.7604353915648644
36,8576519,0.7768683127153047
37,779256,0.6038555011194764
38,859106488,0.6799719901272122
39,2570044,0.6337166816548537
40,400520,0.3843888311015512
41,6073676,0.510164592157891
42,3996512,0.7535003449145543
43,2691460,0.6522930926663025
44,4281678,0.42045591927538517
45,5959730,0.5103138654619528
46,1792771,0.5163629795346629
47,4764081,0.5791452988747957
48,20749469,0.6657882438008307
49,2890695,0.6793029414956302
50,7016335,0.22948033684637398
51,3956320,0.6159181758350175
52,5920800,0.6875629357179417
53,34597072,0.7235474224039752
54,1047496,0.8005866535141091
55,2979704,0.4835422847339304
56,2029720,0.6394416681304588
57,1043186838,0.8204130881021243
58,9475663,0.7897040627954035
59,11599575,0.6854622592656582
60,54033153,0.5097504408641459
61,2972011,0.5919927026999605
62,1074994522,0.8919526745728863
63,127807,0.6534032161050394
64,1342477,0.5270159969013432
65,6340451,0.5726115784293149
66,33392655,0.606063975418179
67,772110501,0.8918679028112544
68,18084427,0.41177453083686333
69,24594174,0.4843001051634099
70,6399810,0.799680343372572
71,19664858,0.5331872629987869
72,2060448,0.7271445119486692
73,3048456,0.7517987159309946
74,6435791,0.5898313219122966
75,26643212,0.5523276602431583
76,1377744,0.41709656816024027
77,166831,0.5796365356260748
78,3888642,0.5879020875190674
79,5566866,0.6396722077461842
80,61555091,0.6732730652190932
81,30270150,0.7318929362873129
82,652802676,0.5902122704338829
83,7205318,0.39447378823016277
84,371838,0.6842807658613627
85,129182417,0.8621201824802864
86,20757117,0.6594596178145905
87,1096672,0.5638177268430519
88,22718372,0.5284453105589066
89,819010916,0.5480667298656411
90,3993821,0.7190092543880776
91,1021825471,0.8020571524132678
92,13429221,0.703712633723312
93,5465027,0.8347346594596207
94,2803570,0.5573324899331235
95,7861560,0.7414279233048522
96,12766971,0.6096531292056926
97,3434497,0.7566585057588109
98,29484554,0.7645296521927865
99,6567723,0.43231355458426574
100,17953411,0.6022129902145023
101,295516,0.5992292647193072
102,15872,0.7771974978076093
103,32365384,0.599140953336214
